Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Revenue
2022-02-28T00:00:00.000-08:00,S003,P0007,Furniture,East,66,54,51,51.03,45.64,0,Cloudy,1,47.92,Autumn,2464.56
2022-02-28T00:00:00.000-08:00,S003,P0008,Furniture,West,84,80,169,88.52,36.75,0,Rainy,1,40.02,Autumn,2940.0
2022-02-28T00:00:00.000-08:00,S003,P0010,Electronics,North,59,12,124,16.81,38.19,20,Cloudy,1,37.9,Spring,458.28
2022-02-28T00:00:00.000-08:00,S004,P0005,Electronics,West,77,18,131,17.95,78.07,5,Sunny,0,74.31,Summer,1405.26
2022-02-28T00:00:00.000-08:00,S004,P0012,Clothing,West,54,1,99,8.13,14.03,10,Snowy,0,14.88,Autumn,14.03
2022-02-28T00:00:00.000-08:00,S005,P0005,Electronics,South,53,28,36,35.48,92.93,0,Rainy,1,90.58,Autumn,2602.04
2022-02-28T00:00:00.000-08:00,S005,P0010,Furniture,West,60,52,147,69.67,31.3,10,Rainy,1,31.05,Spring,1627.6
2022-03-01T00:00:00.000-08:00,S001,P0009,Groceries,North,63,24,156,30.83,83.25,5,Snowy,0,80.0,Winter,1998.0
2022-03-01T00:00:00.000-08:00,S001,P0010,Toys,North,53,30,79,25.0,98.14,20,Rainy,0,96.81,Autumn,2944.2
2022-03-01T00:00:00.000-08:00,S001,P0014,Furniture,North,91,51,191,52.78,64.98,5,Cloudy,0,64.51,Autumn,3313.98
2022-03-01T00:00:00.000-08:00,S002,P0006,Groceries,South,55,23,160,41.94,59.55,10,Rainy,1,58.63,Autumn,1369.65
2022-03-01T00:00:00.000-08:00,S002,P0019,Clothing,East,82,11,36,19.58,28.76,20,Cloudy,1,25.16,Winter,316.36
2022-03-01T00:00:00.000-08:00,S005,P0004,Toys,South,77,47,124,39.7,44.91,20,Rainy,1,48.12,Summer,2110.77
2022-03-02T00:00:00.000-08:00,S001,P0003,Groceries,East,60,50,173,56.52,89.13,15,Sunny,0,90.55,Winter,4456.5
2022-03-02T00:00:00.000-08:00,S002,P0011,Toys,South,73,62,20,74.38,66.5,5,Snowy,0,66.65,Spring,4123.0
2022-03-02T00:00:00.000-08:00,S002,P0019,Clothing,East,58,14,92,4.65,13.57,5,Rainy,1,17.95,Spring,189.98
2022-03-02T00:00:00.000-08:00,S003,P0010,Groceries,South,89,26,57,44.87,83.35,5,Cloudy,1,88.13,Autumn,2167.1
2022-03-02T00:00:00.000-08:00,S004,P0001,Toys,West,97,59,116,61.47,35.6,20,Rainy,1,31.61,Spring,2100.4
2022-03-02T00:00:00.000-08:00,S004,P0015,Groceries,South,82,33,47,26.6,15.06,5,Snowy,0,17.04,Summer,496.98
2022-03-02T00:00:00.000-08:00,S004,P0017,Electronics,East,72,48,55,58.71,89.99,0,Rainy,0,93.65,Summer,4319.52
2022-03-02T00:00:00.000-08:00,S005,P0012,Electronics,North,81,12,137,2.31,69.46,20,Cloudy,0,64.72,Winter,833.52
2022-03-03T00:00:00.000-08:00,S001,P0005,Groceries,East,96,21,112,38.85,15.91,10,Cloudy,0,12.43,Spring,334.11
2022-03-03T00:00:00.000-08:00,S001,P0009,Electronics,East,89,8,91,20.71,45.12,10,Sunny,0,42.55,Autumn,360.96
2022-03-03T00:00:00.000-08:00,S002,P0008,Groceries,West,64,52,77,69.56,32.73,0,Rainy,1,31.51,Winter,1701.96
2022-03-03T00:00:00.000-08:00,S002,P0009,Electronics,South,91,24,183,23.8,37.5,5,Rainy,0,39.63,Winter,900.0
2022-03-03T00:00:00.000-08:00,S002,P0013,Electronics,North,98,86,121,97.03,99.3,10,Snowy,0,95.4,Spring,8539.8
2022-03-03T00:00:00.000-08:00,S003,P0009,Groceries,North,54,37,195,48.57,84.8,10,Rainy,1,83.29,Winter,3137.6
2022-03-03T00:00:00.000-08:00,S003,P0019,Groceries,North,55,35,198,28.16,63.23,10,Cloudy,0,59.78,Winter,2213.05
2022-03-03T00:00:00.000-08:00,S004,P0005,Clothing,North,52,22,84,39.9,63.91,5,Snowy,1,66.95,Summer,1406.02
2022-03-03T00:00:00.000-08:00,S004,P0010,Clothing,South,70,38,44,34.97,92.8,0,Rainy,0,95.27,Spring,3526.4
2022-03-03T00:00:00.000-08:00,S004,P0011,Clothing,South,77,43,164,45.15,63.35,15,Rainy,0,65.01,Autumn,2724.05
2022-03-03T00:00:00.000-08:00,S004,P0013,Furniture,West,73,30,119,40.58,91.18,20,Cloudy,1,86.59,Summer,2735.4
2022-03-04T00:00:00.000-08:00,S001,P0009,Electronics,West,89,9,168,17.44,77.14,10,Rainy,1,72.52,Autumn,694.26
2022-03-04T00:00:00.000-08:00,S001,P0011,Furniture,North,71,67,24,65.34,15.12,0,Rainy,0,18.51,Summer,1013.04
2022-03-04T00:00:00.000-08:00,S001,P0012,Toys,South,82,55,32,67.41,95.4,0,Snowy,0,90.78,Autumn,5247.0
2022-03-04T00:00:00.000-08:00,S001,P0013,Electronics,North,62,44,114,63.65,55.41,20,Cloudy,1,56.35,Autumn,2438.04
2022-03-04T00:00:00.000-08:00,S002,P0005,Clothing,West,51,9,31,17.95,31.94,10,Sunny,1,32.03,Autumn,287.46
2022-03-04T00:00:00.000-08:00,S002,P0007,Electronics,East,97,0,57,15.06,31.08,5,Snowy,1,35.2,Spring,0.0
2022-03-04T00:00:00.000-08:00,S002,P0010,Clothing,East,89,76,170,67.8,28.53,20,Sunny,0,32.95,Spring,2168.28
2022-03-04T00:00:00.000-08:00,S002,P0019,Furniture,South,74,28,76,41.89,38.05,15,Sunny,1,41.43,Spring,1065.4
2022-03-04T00:00:00.000-08:00,S003,P0012,Groceries,West,78,25,166,21.26,44.66,15,Cloudy,0,48.4,Autumn,1116.5
2022-03-04T00:00:00.000-08:00,S004,P0016,Furniture,North,58,20,139,18.35,68.16,10,Snowy,1,71.51,Winter,1363.2
2022-03-04T00:00:00.000-08:00,S005,P0014,Groceries,East,79,62,146,65.67,43.56,0,Cloudy,1,43.93,Summer,2700.72
2022-03-05T00:00:00.000-08:00,S002,P0003,Furniture,North,82,22,48,19.5,39.89,20,Snowy,1,43.91,Summer,877.58
2022-03-05T00:00:00.000-08:00,S002,P0008,Groceries,North,58,42,41,59.03,71.25,5,Sunny,0,69.71,Autumn,2992.5
2022-03-05T00:00:00.000-08:00,S004,P0005,Electronics,South,83,8,141,11.69,57.4,15,Sunny,1,53.55,Summer,459.2
2022-03-05T00:00:00.000-08:00,S004,P0007,Furniture,South,98,27,60,34.13,20.12,20,Snowy,1,23.95,Spring,543.24
2022-03-05T00:00:00.000-08:00,S004,P0015,Groceries,North,97,39,154,40.03,28.37,5,Snowy,1,27.64,Winter,1106.43
2022-03-05T00:00:00.000-08:00,S005,P0004,Toys,West,75,47,106,50.69,30.14,0,Rainy,1,25.63,Winter,1416.58
2022-03-05T00:00:00.000-08:00,S005,P0006,Furniture,South,81,66,145,73.49,73.97,0,Snowy,1,74.32,Summer,4882.02
2022-03-05T00:00:00.000-08:00,S005,P0015,Groceries,North,51,45,112,58.53,79.34,5,Rainy,0,82.11,Summer,3570.3
2022-03-06T00:00:00.000-08:00,S001,P0002,Clothing,East,89,11,82,11.26,42.9,15,Sunny,0,40.38,Winter,471.9
2022-03-06T00:00:00.000-08:00,S001,P0016,Electronics,North,86,34,121,41.55,82.85,20,Rainy,1,82.71,Autumn,2816.9
2022-03-06T00:00:00.000-08:00,S002,P0003,Toys,East,54,43,123,60.96,92.46,20,Rainy,1,92.72,Winter,3975.78
2022-03-06T00:00:00.000-08:00,S002,P0005,Toys,South,69,13,181,25.49,90.33,15,Cloudy,0,85.93,Winter,1174.29
2022-03-06T00:00:00.000-08:00,S002,P0013,Furniture,West,87,70,28,71.89,82.76,10,Snowy,0,78.33,Spring,5793.2
2022-03-06T00:00:00.000-08:00,S002,P0020,Toys,West,69,4,95,19.19,65.16,0,Cloudy,0,69.58,Winter,260.64
2022-03-06T00:00:00.000-08:00,S003,P0003,Groceries,North,83,55,189,67.41,70.89,10,Cloudy,0,67.69,Spring,3898.95
2022-03-06T00:00:00.000-08:00,S004,P0002,Furniture,East,89,57,157,47.01,90.75,20,Snowy,0,89.79,Spring,5172.75
2022-03-06T00:00:00.000-08:00,S004,P0005,Groceries,West,55,36,88,32.54,41.47,0,Rainy,0,45.56,Winter,1492.92
2022-03-06T00:00:00.000-08:00,S004,P0017,Electronics,South,84,69,132,59.99,43.93,0,Sunny,0,44.04,Spring,3031.17
2022-03-06T00:00:00.000-08:00,S005,P0001,Groceries,South,55,13,128,27.7,88.09,10,Sunny,0,91.19,Summer,1145.17
2022-03-06T00:00:00.000-08:00,S005,P0002,Toys,East,61,37,67,55.71,64.09,15,Rainy,1,61.28,Summer,2371.33
2022-03-07T00:00:00.000-08:00,S002,P0012,Clothing,South,61,23,80,22.16,27.05,5,Snowy,1,23.42,Summer,622.15
2022-03-07T00:00:00.000-08:00,S002,P0013,Electronics,East,86,72,106,89.06,95.8,15,Snowy,1,100.55,Autumn,6897.6
2022-03-07T00:00:00.000-08:00,S003,P0018,Groceries,North,67,20,91,21.5,46.89,10,Rainy,0,47.88,Spring,937.8
2022-03-07T00:00:00.000-08:00,S004,P0007,Furniture,East,88,4,170,16.7,11.96,20,Rainy,1,10.98,Spring,47.84
2022-03-07T00:00:00.000-08:00,S004,P0009,Furniture,North,73,49,177,57.19,55.26,10,Cloudy,1,58.76,Spring,2707.74
2022-03-07T00:00:00.000-08:00,S005,P0015,Electronics,East,96,74,102,69.29,79.96,0,Cloudy,0,80.52,Autumn,5917.04
2022-03-07T00:00:00.000-08:00,S005,P0018,Groceries,West,60,49,86,59.99,59.87,15,Sunny,1,63.49,Autumn,2933.63
2022-03-08T00:00:00.000-08:00,S002,P0011,Clothing,West,88,54,187,65.16,99.08,5,Cloudy,0,98.09,Spring,5350.32
2022-03-08T00:00:00.000-08:00,S002,P0017,Clothing,North,69,22,71,41.4,60.22,20,Snowy,0,62.4,Winter,1324.84
2022-03-08T00:00:00.000-08:00,S003,P0003,Toys,North,68,40,171,52.08,34.44,0,Snowy,1,39.26,Autumn,1377.6
2022-03-08T00:00:00.000-08:00,S003,P0007,Furniture,North,95,2,84,-4.34,39.7,10,Sunny,1,40.9,Summer,79.4
2022-03-08T00:00:00.000-08:00,S003,P0010,Groceries,South,88,84,56,94.02,37.23,15,Snowy,1,37.36,Winter,3127.32
2022-03-08T00:00:00.000-08:00,S003,P0019,Furniture,West,85,55,29,66.67,20.55,10,Sunny,1,16.65,Summer,1130.25
2022-03-08T00:00:00.000-08:00,S004,P0006,Groceries,North,91,38,123,31.44,56.85,0,Cloudy,1,59.34,Autumn,2160.3
2022-03-08T00:00:00.000-08:00,S004,P0011,Toys,West,88,85,33,102.62,75.25,10,Sunny,0,70.31,Winter,6396.25
2022-03-08T00:00:00.000-08:00,S004,P0016,Furniture,West,71,42,158,43.47,87.46,0,Rainy,0,83.62,Autumn,3673.32
2022-03-08T00:00:00.000-08:00,S004,P0018,Clothing,North,90,24,49,27.72,35.45,10,Cloudy,0,38.02,Winter,850.8
2022-03-08T00:00:00.000-08:00,S005,P0003,Toys,North,98,93,63,102.13,85.41,0,Sunny,0,89.27,Spring,7943.13
2022-03-08T00:00:00.000-08:00,S005,P0006,Groceries,West,52,11,26,14.19,52.68,15,Rainy,0,51.98,Winter,579.48
2022-03-08T00:00:00.000-08:00,S005,P0012,Groceries,North,87,33,192,26.11,68.51,0,Rainy,1,65.48,Winter,2260.83
2022-03-09T00:00:00.000-08:00,S001,P0002,Furniture,South,88,58,110,59.8,40.05,20,Sunny,0,40.31,Autumn,2322.9
2022-03-09T00:00:00.000-08:00,S001,P0004,Groceries,North,84,25,140,23.12,99.98,15,Cloudy,1,95.01,Summer,2499.5
2022-03-09T00:00:00.000-08:00,S001,P0011,Groceries,East,86,36,175,44.46,88.63,15,Snowy,0,91.16,Summer,3190.68
2022-03-09T00:00:00.000-08:00,S001,P0013,Electronics,North,70,4,68,11.84,81.24,20,Cloudy,0,83.09,Spring,324.96
2022-03-09T00:00:00.000-08:00,S002,P0012,Electronics,East,94,77,32,86.73,83.6,15,Snowy,0,79.78,Winter,6437.2
2022-03-09T00:00:00.000-08:00,S003,P0003,Groceries,West,65,65,184,68.68,79.26,15,Sunny,0,82.37,Winter,5151.9
2022-03-09T00:00:00.000-08:00,S003,P0008,Electronics,East,97,16,55,15.37,95.57,15,Cloudy,1,93.26,Spring,1529.12
2022-03-09T00:00:00.000-08:00,S003,P0010,Toys,East,70,58,199,77.16,55.36,20,Cloudy,0,54.87,Spring,3210.88
2022-03-09T00:00:00.000-08:00,S003,P0015,Electronics,West,67,58,132,60.08,57.9,15,Snowy,1,54.24,Spring,3358.2
2022-03-09T00:00:00.000-08:00,S005,P0005,Furniture,East,96,24,172,37.65,25.06,0,Rainy,1,22.42,Autumn,601.44
2022-03-09T00:00:00.000-08:00,S005,P0017,Toys,South,86,23,99,14.88,46.96,15,Rainy,1,42.3,Summer,1080.08
2022-03-09T00:00:00.000-08:00,S005,P0018,Furniture,East,62,35,62,35.41,51.85,0,Cloudy,1,50.84,Autumn,1814.75
2022-03-10T00:00:00.000-08:00,S001,P0017,Electronics,East,52,25,191,16.12,64.95,15,Cloudy,0,67.85,Spring,1623.75
2022-03-10T00:00:00.000-08:00,S001,P0018,Electronics,East,93,41,148,51.16,21.31,10,Snowy,1,18.23,Spring,873.71
2022-03-10T00:00:00.000-08:00,S002,P0009,Toys,East,83,16,108,27.39,14.76,0,Sunny,0,16.09,Spring,236.16
2022-03-10T00:00:00.000-08:00,S003,P0010,Groceries,South,53,39,103,49.26,58.44,15,Sunny,1,53.83,Spring,2279.16
2022-03-10T00:00:00.000-08:00,S003,P0016,Furniture,South,84,79,170,79.15,42.86,20,Sunny,0,40.54,Autumn,3385.94
2022-03-10T00:00:00.000-08:00,S005,P0002,Groceries,East,64,11,127,13.3,64.49,10,Snowy,1,67.66,Autumn,709.39
2022-03-10T00:00:00.000-08:00,S005,P0003,Furniture,South,82,39,27,37.81,83.95,10,Cloudy,1,86.65,Autumn,3274.05
2022-03-10T00:00:00.000-08:00,S005,P0004,Clothing,South,94,47,157,39.28,31.99,5,Snowy,1,29.48,Winter,1503.53
2022-03-10T00:00:00.000-08:00,S005,P0016,Toys,South,80,55,192,54.52,76.67,15,Snowy,0,74.25,Winter,4216.85
2022-03-11T00:00:00.000-08:00,S002,P0010,Electronics,North,75,56,176,63.85,41.47,20,Rainy,1,41.63,Spring,2322.32
2022-03-11T00:00:00.000-08:00,S003,P0016,Toys,South,67,64,63,68.46,16.79,10,Rainy,0,20.47,Winter,1074.56
2022-03-11T00:00:00.000-08:00,S004,P0015,Groceries,East,65,24,154,30.6,77.04,10,Rainy,0,74.6,Spring,1848.96
2022-03-11T00:00:00.000-08:00,S005,P0016,Toys,South,85,1,113,10.72,16.79,5,Cloudy,1,17.33,Spring,16.79
2022-03-12T00:00:00.000-08:00,S001,P0009,Groceries,South,84,59,143,61.24,64.42,15,Cloudy,1,65.78,Winter,3800.78
2022-03-12T00:00:00.000-08:00,S001,P0020,Clothing,East,72,32,187,43.92,40.91,0,Snowy,1,45.51,Autumn,1309.12
2022-03-12T00:00:00.000-08:00,S002,P0009,Clothing,North,92,82,33,74.92,14.52,20,Sunny,0,10.97,Summer,1190.64
2022-03-12T00:00:00.000-08:00,S002,P0020,Clothing,West,91,29,92,19.64,20.12,10,Rainy,0,16.95,Spring,583.48
2022-03-12T00:00:00.000-08:00,S003,P0008,Toys,West,93,45,168,51.95,27.35,10,Cloudy,0,26.17,Summer,1230.75
2022-03-12T00:00:00.000-08:00,S003,P0009,Clothing,East,59,32,41,38.11,83.2,0,Snowy,0,79.85,Spring,2662.4
2022-03-12T00:00:00.000-08:00,S003,P0018,Electronics,South,59,4,21,1.8,35.54,10,Rainy,0,38.22,Autumn,142.16
2022-03-12T00:00:00.000-08:00,S003,P0019,Furniture,West,65,37,38,27.56,38.12,0,Snowy,1,40.65,Autumn,1410.44
2022-03-12T00:00:00.000-08:00,S004,P0013,Toys,West,91,6,26,0.95,41.05,0,Cloudy,1,44.36,Winter,246.3
2022-03-12T00:00:00.000-08:00,S004,P0017,Toys,South,59,18,194,10.87,97.25,5,Sunny,0,99.88,Autumn,1750.5
2022-03-12T00:00:00.000-08:00,S005,P0005,Groceries,West,97,2,40,4.49,26.34,10,Rainy,0,30.25,Winter,52.68
2022-03-12T00:00:00.000-08:00,S005,P0011,Toys,North,86,49,120,68.84,67.5,15,Cloudy,0,68.84,Spring,3307.5
2022-03-12T00:00:00.000-08:00,S005,P0014,Furniture,West,64,5,162,1.95,76.59,10,Rainy,1,72.04,Summer,382.95
2022-03-13T00:00:00.000-08:00,S001,P0003,Groceries,North,87,12,157,17.48,93.95,20,Cloudy,1,89.35,Spring,1127.4
2022-03-13T00:00:00.000-08:00,S002,P0005,Groceries,East,81,9,104,6.49,99.02,5,Snowy,1,97.34,Autumn,891.18
2022-03-13T00:00:00.000-08:00,S002,P0009,Furniture,South,50,39,89,32.76,76.04,5,Cloudy,0,73.58,Autumn,2965.56
2022-03-13T00:00:00.000-08:00,S003,P0002,Electronics,North,82,23,145,18.44,86.59,15,Cloudy,1,88.43,Spring,1991.57
2022-03-13T00:00:00.000-08:00,S003,P0003,Toys,West,67,54,189,71.57,49.3,15,Rainy,0,45.83,Autumn,2662.2
2022-03-13T00:00:00.000-08:00,S003,P0020,Clothing,South,97,1,33,-5.55,92.67,15,Snowy,0,91.88,Autumn,92.67
2022-03-13T00:00:00.000-08:00,S004,P0001,Electronics,East,85,84,71,94.26,30.04,10,Snowy,1,28.68,Autumn,2523.36
2022-03-13T00:00:00.000-08:00,S004,P0009,Groceries,South,67,11,43,13.16,61.71,0,Sunny,0,66.28,Winter,678.81
2022-03-14T00:00:00.000-07:00,S001,P0001,Electronics,West,84,74,168,80.12,59.11,10,Snowy,0,58.7,Summer,4374.14
2022-03-14T00:00:00.000-07:00,S001,P0003,Electronics,East,52,17,163,8.72,25.61,5,Sunny,1,21.07,Spring,435.37
2022-03-14T00:00:00.000-07:00,S002,P0011,Furniture,South,62,56,117,63.84,28.02,5,Cloudy,1,31.39,Winter,1569.12
2022-03-14T00:00:00.000-07:00,S002,P0016,Groceries,North,86,2,82,6.36,39.73,15,Rainy,0,43.16,Summer,79.46
2022-03-14T00:00:00.000-07:00,S003,P0009,Clothing,East,51,26,90,41.79,62.27,20,Sunny,0,64.4,Spring,1619.02
2022-03-14T00:00:00.000-07:00,S005,P0004,Clothing,East,67,60,106,62.42,23.33,15,Snowy,1,25.87,Summer,1399.8
2022-03-14T00:00:00.000-07:00,S005,P0008,Toys,West,73,44,95,47.17,42.79,20,Cloudy,0,43.1,Spring,1882.76
2022-03-14T00:00:00.000-07:00,S005,P0009,Electronics,North,92,64,56,56.09,59.96,10,Cloudy,1,56.78,Spring,3837.44
2022-03-14T00:00:00.000-07:00,S005,P0011,Electronics,East,58,9,139,15.17,52.69,0,Snowy,0,54.76,Winter,474.21
2022-03-14T00:00:00.000-07:00,S005,P0020,Groceries,North,62,42,177,40.0,67.01,5,Sunny,0,66.71,Summer,2814.42
2022-03-15T00:00:00.000-07:00,S001,P0009,Electronics,South,89,20,35,34.22,66.85,5,Sunny,1,69.67,Autumn,1337.0
2022-03-15T00:00:00.000-07:00,S001,P0012,Clothing,North,58,33,108,48.04,90.14,10,Sunny,1,91.82,Autumn,2974.62
2022-03-15T00:00:00.000-07:00,S001,P0013,Electronics,South,86,59,144,68.47,94.3,15,Cloudy,1,98.64,Summer,5563.7
2022-03-15T00:00:00.000-07:00,S001,P0019,Clothing,South,65,65,112,72.62,94.21,20,Cloudy,1,94.46,Winter,6123.65
2022-03-15T00:00:00.000-07:00,S002,P0019,Groceries,West,54,15,76,25.37,59.38,5,Rainy,0,60.72,Winter,890.7
2022-03-15T00:00:00.000-07:00,S003,P0001,Toys,West,70,67,98,77.43,45.33,10,Sunny,0,41.77,Summer,3037.11
2022-03-15T00:00:00.000-07:00,S003,P0020,Clothing,South,83,28,125,20.21,78.42,10,Rainy,0,80.18,Autumn,2195.76
2022-03-15T00:00:00.000-07:00,S004,P0006,Groceries,North,66,58,25,55.52,79.59,10,Sunny,1,82.11,Spring,4616.22
2022-03-15T00:00:00.000-07:00,S004,P0009,Electronics,North,92,77,76,77.76,61.29,10,Sunny,0,64.42,Spring,4719.33
2022-03-15T00:00:00.000-07:00,S004,P0013,Groceries,North,86,14,21,4.78,26.73,10,Sunny,0,28.29,Summer,374.22
2022-03-15T00:00:00.000-07:00,S005,P0011,Electronics,East,91,41,172,56.79,54.1,15,Sunny,1,57.11,Autumn,2218.1
2022-03-15T00:00:00.000-07:00,S005,P0015,Toys,North,94,64,79,71.62,44.01,10,Sunny,1,40.57,Summer,2816.64
2022-03-16T00:00:00.000-07:00,S002,P0009,Furniture,East,61,57,80,50.04,40.81,5,Rainy,0,38.05,Spring,2326.17
2022-03-16T00:00:00.000-07:00,S002,P0010,Toys,South,86,2,191,12.42,18.69,0,Snowy,0,18.06,Spring,37.38
2022-03-16T00:00:00.000-07:00,S002,P0012,Furniture,North,67,21,97,16.28,66.48,5,Snowy,1,65.99,Summer,1396.08
2022-03-16T00:00:00.000-07:00,S003,P0007,Groceries,East,60,10,50,11.67,76.53,5,Sunny,1,74.09,Winter,765.3
2022-03-16T00:00:00.000-07:00,S003,P0010,Electronics,North,87,38,46,41.17,53.65,0,Sunny,1,53.91,Winter,2038.7
2022-03-16T00:00:00.000-07:00,S003,P0015,Clothing,West,79,65,51,79.95,29.45,20,Snowy,1,33.22,Summer,1914.25
2022-03-16T00:00:00.000-07:00,S004,P0007,Furniture,South,87,12,105,13.76,75.47,0,Sunny,0,72.69,Spring,905.64
2022-03-16T00:00:00.000-07:00,S004,P0012,Clothing,South,78,2,187,0.44,84.85,0,Rainy,0,81.2,Winter,169.7
2022-03-16T00:00:00.000-07:00,S004,P0016,Furniture,North,56,31,96,26.48,40.55,5,Rainy,0,35.58,Summer,1257.05
2022-03-16T00:00:00.000-07:00,S005,P0003,Clothing,North,58,36,191,30.7,46.42,20,Cloudy,1,48.23,Autumn,1671.12
2022-03-16T00:00:00.000-07:00,S005,P0009,Furniture,North,67,49,23,44.7,42.01,15,Sunny,0,37.91,Spring,2058.49
2022-03-16T00:00:00.000-07:00,S005,P0010,Clothing,South,96,87,26,84.41,67.16,15,Sunny,0,64.37,Winter,5842.92
2022-03-16T00:00:00.000-07:00,S005,P0014,Electronics,South,62,20,126,11.7,95.0,20,Rainy,1,97.21,Spring,1900.0
2022-03-16T00:00:00.000-07:00,S005,P0019,Furniture,East,99,48,71,47.74,36.95,15,Sunny,0,36.25,Summer,1773.6
2022-03-17T00:00:00.000-07:00,S001,P0006,Electronics,North,64,48,76,47.85,58.63,0,Rainy,1,55.62,Spring,2814.24
2022-03-17T00:00:00.000-07:00,S001,P0012,Toys,South,92,47,154,66.1,37.43,5,Sunny,1,39.43,Winter,1759.21
2022-03-17T00:00:00.000-07:00,S002,P0001,Clothing,West,67,56,115,58.9,45.25,0,Snowy,0,48.15,Summer,2534.0
2022-03-17T00:00:00.000-07:00,S002,P0007,Groceries,North,71,48,167,46.3,71.15,5,Sunny,0,75.86,Summer,3415.2
2022-03-17T00:00:00.000-07:00,S002,P0015,Toys,South,58,57,179,65.6,97.39,10,Rainy,1,101.1,Autumn,5551.23
2022-03-17T00:00:00.000-07:00,S003,P0016,Furniture,North,86,71,32,81.67,16.32,5,Cloudy,1,19.78,Winter,1158.72
2022-03-17T00:00:00.000-07:00,S004,P0020,Clothing,West,50,48,132,59.0,46.26,0,Sunny,0,47.64,Spring,2220.48
2022-03-17T00:00:00.000-07:00,S005,P0008,Furniture,South,66,0,119,1.35,33.36,15,Sunny,1,33.36,Spring,0.0
2022-03-17T00:00:00.000-07:00,S005,P0010,Clothing,South,77,8,158,-0.11,66.79,20,Snowy,1,63.92,Winter,534.32
2022-03-17T00:00:00.000-07:00,S005,P0015,Groceries,East,52,14,57,9.12,92.57,5,Snowy,0,89.71,Summer,1295.98
2022-03-18T00:00:00.000-07:00,S001,P0003,Furniture,North,87,81,156,83.88,28.03,20,Snowy,1,23.16,Winter,2270.43
2022-03-18T00:00:00.000-07:00,S001,P0016,Groceries,East,51,44,182,36.75,30.17,20,Cloudy,1,32.52,Autumn,1327.48
2022-03-18T00:00:00.000-07:00,S001,P0018,Clothing,South,79,50,185,48.34,12.77,10,Rainy,0,11.09,Summer,638.5
2022-03-18T00:00:00.000-07:00,S001,P0020,Groceries,South,90,89,23,83.97,71.95,0,Rainy,0,71.63,Summer,6403.55
2022-03-18T00:00:00.000-07:00,S002,P0004,Toys,East,54,38,87,54.9,64.75,15,Cloudy,1,67.54,Autumn,2460.5
2022-03-18T00:00:00.000-07:00,S003,P0007,Furniture,North,67,30,101,35.73,37.79,15,Snowy,1,35.98,Summer,1133.7
2022-03-18T00:00:00.000-07:00,S003,P0018,Groceries,North,56,7,44,14.05,92.46,5,Sunny,1,87.74,Winter,647.22
2022-03-18T00:00:00.000-07:00,S003,P0020,Electronics,North,84,75,98,77.17,92.27,15,Rainy,0,91.52,Summer,6920.25
2022-03-18T00:00:00.000-07:00,S004,P0007,Toys,East,98,17,58,27.81,68.02,20,Sunny,0,72.31,Winter,1156.34
2022-03-18T00:00:00.000-07:00,S004,P0019,Groceries,South,69,40,101,53.69,97.6,5,Cloudy,1,93.35,Spring,3904.0
2022-03-18T00:00:00.000-07:00,S005,P0002,Furniture,West,73,54,25,48.95,62.54,0,Snowy,1,63.33,Spring,3377.16
2022-03-18T00:00:00.000-07:00,S005,P0008,Groceries,East,75,53,117,71.99,79.72,20,Sunny,0,84.28,Summer,4225.16
2022-03-18T00:00:00.000-07:00,S005,P0015,Furniture,East,85,40,188,32.22,92.66,5,Snowy,1,88.65,Winter,3706.4
2022-03-18T00:00:00.000-07:00,S005,P0017,Electronics,South,64,42,110,53.12,98.76,0,Sunny,1,100.14,Autumn,4147.92
2022-03-19T00:00:00.000-07:00,S002,P0001,Toys,North,86,83,64,95.81,63.1,15,Rainy,1,63.24,Autumn,5237.3
2022-03-19T00:00:00.000-07:00,S002,P0002,Electronics,West,65,22,106,35.38,70.87,20,Rainy,1,71.26,Summer,1559.14
2022-03-19T00:00:00.000-07:00,S002,P0004,Furniture,North,63,13,60,24.06,12.36,0,Cloudy,1,8.35,Summer,160.68
2022-03-19T00:00:00.000-07:00,S003,P0001,Clothing,South,99,85,95,88.02,46.53,10,Sunny,0,47.49,Spring,3955.05
2022-03-19T00:00:00.000-07:00,S003,P0010,Furniture,East,60,19,131,34.09,26.78,20,Snowy,1,24.49,Summer,508.82
2022-03-19T00:00:00.000-07:00,S003,P0013,Clothing,West,95,86,172,87.86,97.96,10,Sunny,1,102.82,Autumn,8424.56
2022-03-19T00:00:00.000-07:00,S004,P0011,Electronics,East,87,43,181,46.6,18.17,15,Snowy,1,15.36,Summer,781.31
2022-03-19T00:00:00.000-07:00,S004,P0018,Furniture,East,75,59,112,70.69,81.18,10,Snowy,1,79.14,Summer,4789.62
2022-03-19T00:00:00.000-07:00,S005,P0009,Groceries,North,95,35,171,39.75,93.96,15,Cloudy,0,92.54,Spring,3288.6
2022-03-20T00:00:00.000-07:00,S001,P0001,Electronics,East,83,40,68,47.68,33.07,15,Snowy,1,29.26,Summer,1322.8
2022-03-20T00:00:00.000-07:00,S001,P0005,Electronics,East,54,36,38,30.88,57.92,20,Cloudy,1,56.96,Summer,2085.12
2022-03-20T00:00:00.000-07:00,S001,P0013,Electronics,East,91,37,181,55.5,70.18,20,Rainy,1,69.3,Autumn,2596.66
